"date","state","fips","positive","negative","pending","total","totalTestResults","negativeIncrease","positiveIncrease","totalTestResultsIncrease"
20200516,"TX","48385","","","",10,10,"","",2
20200517,"TX","48385","","","",10,10,"","",0
20200518,"TX","48385","","","",10,10,"","",0
20200519,"TX","48385","","","",10,10,"","",0
20200520,"TX","48385","","","",10,10,"","",0
20200521,"TX","48385","","","",10,10,"","",0
20200522,"TX","48385","","","",10,10,"","",0
20200524,"TX","48385","","","",10,10,"","",0
20200525,"TX","48385","","","",10,10,"","",0
20200526,"TX","48385","","","",10,10,"","",0
20200527,"TX","48385","","","",10,10,"","",0
20200528,"TX","48385","","","",10,10,"","",0
20200529,"TX","48385","","","",11,11,"","",1
20200530,"TX","48385","","","",11,11,"","",0
20200531,"TX","48385","","","",11,11,"","",0
20200601,"TX","48385","","","",12,12,"","",1
20200602,"TX","48385","","","",12,12,"","",0
20200603,"TX","48385","","","",13,13,"","",1
20200604,"TX","48385","","","",18,18,"","",5
20200605,"TX","48385","","","",119,119,"","",101
20200606,"TX","48385","","","",129,129,"","",10
20200607,"TX","48385","","","",132,132,"","",3
20200608,"TX","48385","","","",133,133,"","",1
20200609,"TX","48385","","","",133,133,"","",0
20200611,"TX","48385","","","",133,133,"","",0
20200612,"TX","48385","","","",133,133,"","",0
20200613,"TX","48385","","","",133,133,"","",0
20200614,"TX","48385","","","",133,133,"","",0
20200615,"TX","48385","","","",134,134,"","",1
20200616,"TX","48385","","","",134,134,"","",0
20200617,"TX","48385","","","",136,136,"","",2
20200618,"TX","48385","","","",137,137,"","",1
20200619,"TX","48385","","","",139,139,"","",2
20200620,"TX","48385","","","",139,139,"","",0
20200621,"TX","48385","","","",139,139,"","",0
20200622,"TX","48385","","","",139,139,"","",0
20200623,"TX","48385","","","",140,140,"","",1
20200624,"TX","48385","","","",140,140,"","",0
20200625,"TX","48385","","","",140,140,"","",0
20200626,"TX","48385","","","",141,141,"","",1
20200627,"TX","48385","","","",144,144,"","",3
20200628,"TX","48385","","","",144,144,"","",0
20200629,"TX","48385","","","",145,145,"","",1
20200630,"TX","48385","","","",146,146,"","",1
20200701,"TX","48385","","","",147,147,"","",1
20200702,"TX","48385","","","",147,147,"","",0
20200703,"TX","48385","","","",148,148,"","",1
20200704,"TX","48385","","","",151,151,"","",3
20200705,"TX","48385","","","",151,151,"","",0
20200706,"TX","48385","","","",151,151,"","",0
20200707,"TX","48385","","","",153,153,"","",2
20200421,"TX","48491","","","",3438,3438,"","",3438
20200422,"TX","48491","","","",3566,3566,"","",128
20200423,"TX","48491","","","",3093,3093,"","",-473
20200424,"TX","48491","","","",3231,3231,"","",138
20200425,"TX","48491","","","",3438,3438,"","",207
20200426,"TX","48491","","","",3491,3491,"","",53
20200427,"TX","48491","","","",3524,3524,"","",33
20200428,"TX","48491","","","",3535,3535,"","",11
20200429,"TX","48491","","","",3587,3587,"","",52
20200430,"TX","48491","","","",3637,3637,"","",50
20200501,"TX","48491","","","",3636,3636,"","",-1
20200502,"TX","48491","","","",3713,3713,"","",77
20200503,"TX","48491","","","",3714,3714,"","",1
20200504,"TX","48491","","","",3868,3868,"","",154
20200506,"TX","48491","","","",4058,4058,"","",190
20200507,"TX","48491","","","",4246,4246,"","",188
20200508,"TX","48491","","","",4514,4514,"","",268
20200509,"TX","48491","","","",4761,4761,"","",247
20200510,"TX","48491","","","",5068,5068,"","",307
20200511,"TX","48491","","","",5374,5374,"","",306
20200512,"TX","48491","","","",5635,5635,"","",261
20200513,"TX","48491","","","",5753,5753,"","",118
20200514,"TX","48491","","","",6015,6015,"","",262
20200515,"TX","48491","","","",6048,6048,"","",33
20200516,"TX","48491","","","",6225,6225,"","",177
20200517,"TX","48491","","","",6516,6516,"","",291
20200518,"TX","48491","","","",7043,7043,"","",527
20200519,"TX","48491","","","",7363,7363,"","",320
20200520,"TX","48491","","","",7654,7654,"","",291
20200521,"TX","48491","","","",8110,8110,"","",456
20200522,"TX","48491","","","",8627,8627,"","",517
20200524,"TX","48491","","","",9413,9413,"","",786
20200525,"TX","48491","","","",9679,9679,"","",266
20200526,"TX","48491","","","",9837,9837,"","",158
20200527,"TX","48491","","","",9941,9941,"","",104
20200528,"TX","48491","","","",10284,10284,"","",343
20200529,"TX","48491","","","",10424,10424,"","",140
20200530,"TX","48491","","","",10734,10734,"","",310
20200531,"TX","48491","","","",10853,10853,"","",119
20200601,"TX","48491","","","",11840,11840,"","",987
20200602,"TX","48491","","","",12262,12262,"","",422
20200603,"TX","48491","","","",12644,12644,"","",382
20200604,"TX","48491","","","",12537,12537,"","",-107
20200605,"TX","48491","","","",12785,12785,"","",248
20200606,"TX","48491","","","",13249,13249,"","",464
20200607,"TX","48491","","","",13958,13958,"","",709
20200608,"TX","48491","","","",14312,14312,"","",354
20200609,"TX","48491","","","",14841,14841,"","",529
20200611,"TX","48491","","","",15274,15274,"","",433
20200612,"TX","48491","","","",15463,15463,"","",189
20200613,"TX","48491","","","",15640,15640,"","",177
20200614,"TX","48491","","","",15923,15923,"","",283
20200615,"TX","48491","","","",16239,16239,"","",316
20200616,"TX","48491","","","",16510,16510,"","",271
20200617,"TX","48491","","","",16811,16811,"","",301
20200618,"TX","48491","","","",17164,17164,"","",353
20200619,"TX","48491","","","",17782,17782,"","",618
20200620,"TX","48491","","","",18482,18482,"","",700
20200621,"TX","48491","","","",18762,18762,"","",280
20200622,"TX","48491","","","",19026,19026,"","",264
20200623,"TX","48491","","","",19687,19687,"","",661
20200624,"TX","48491","","","",20111,20111,"","",424
20200625,"TX","48491","","","",20291,20291,"","",180
20200626,"TX","48491","","","",20608,20608,"","",317
20200627,"TX","48491","","","",21101,21101,"","",493
20200628,"TX","48491","","","",21312,21312,"","",211
20200629,"TX","48491","","","",21667,21667,"","",355
20200630,"TX","48491","","","",22095,22095,"","",428
20200701,"TX","48491","","","",22894,22894,"","",799
20200702,"TX","48491","","","",23552,23552,"","",658
20200703,"TX","48491","","","",24035,24035,"","",483
20200704,"TX","48491","","","",24836,24836,"","",801
20200705,"TX","48491","","","",25281,25281,"","",445
20200706,"TX","48491","","","",25805,25805,"","",524
20200707,"TX","48491","","","",26256,26256,"","",451
20200421,"TX","48399","","","",33,33,"","",33
20200422,"TX","48399","","","",38,38,"","",5
20200423,"TX","48399","","","",28,28,"","",-10
20200424,"TX","48399","","","",48,48,"","",20
20200425,"TX","48399","","","",49,49,"","",1
20200426,"TX","48399","","","",49,49,"","",0
20200427,"TX","48399","","","",50,50,"","",1
20200428,"TX","48399","","","",50,50,"","",0
20200429,"TX","48399","","","",50,50,"","",0
20200430,"TX","48399","","","",52,52,"","",2
20200501,"TX","48399","","","",52,52,"","",0
20200502,"TX","48399","","","",52,52,"","",0
20200503,"TX","48399","","","",52,52,"","",0
20200504,"TX","48399","","","",57,57,"","",5
20200506,"TX","48399","","","",64,64,"","",7
20200507,"TX","48399","","","",65,65,"","",1
20200508,"TX","48399","","","",78,78,"","",13
20200509,"TX","48399","","","",84,84,"","",6
20200510,"TX","48399","","","",96,96,"","",12
20200511,"TX","48399","","","",97,97,"","",1
20200512,"TX","48399","","","",98,98,"","",1
20200513,"TX","48399","","","",98,98,"","",0
20200514,"TX","48399","","","",99,99,"","",1
20200515,"TX","48399","","","",100,100,"","",1
20200516,"TX","48399","","","",102,102,"","",2
20200517,"TX","48399","","","",103,103,"","",1
20200518,"TX","48399","","","",109,109,"","",6
20200519,"TX","48399","","","",110,110,"","",1
20200520,"TX","48399","","","",112,112,"","",2
20200521,"TX","48399","","","",118,118,"","",6
20200522,"TX","48399","","","",120,120,"","",2
20200524,"TX","48399","","","",128,128,"","",8
20200525,"TX","48399","","","",139,139,"","",11
20200526,"TX","48399","","","",140,140,"","",1
20200527,"TX","48399","","","",140,140,"","",0
20200528,"TX","48399","","","",142,142,"","",2
20200529,"TX","48399","","","",143,143,"","",1
20200530,"TX","48399","","","",147,147,"","",4
20200531,"TX","48399","","","",240,240,"","",93
20200601,"TX","48399","","","",249,249,"","",9
20200602,"TX","48399","","","",252,252,"","",3
20200603,"TX","48399","","","",252,252,"","",0
20200604,"TX","48399","","","",257,257,"","",5
20200605,"TX","48399","","","",256,256,"","",-1
20200606,"TX","48399","","","",257,257,"","",1
20200607,"TX","48399","","","",287,287,"","",30
20200608,"TX","48399","","","",290,290,"","",3
20200609,"TX","48399","","","",291,291,"","",1
20200611,"TX","48399","","","",294,294,"","",3
20200612,"TX","48399","","","",298,298,"","",4
20200613,"TX","48399","","","",300,300,"","",2
20200614,"TX","48399","","","",301,301,"","",1
20200615,"TX","48399","","","",300,300,"","",-1
20200616,"TX","48399","","","",300,300,"","",0
20200617,"TX","48399","","","",304,304,"","",4
20200618,"TX","48399","","","",317,317,"","",13
20200619,"TX","48399","","","",321,321,"","",4
20200620,"TX","48399","","","",326,326,"","",5
20200621,"TX","48399","","","",331,331,"","",5
20200622,"TX","48399","","","",335,335,"","",4
20200623,"TX","48399","","","",335,335,"","",0
20200624,"TX","48399","","","",337,337,"","",2
20200625,"TX","48399","","","",343,343,"","",6
20200626,"TX","48399","","","",348,348,"","",5
20200627,"TX","48399","","","",353,353,"","",5
20200628,"TX","48399","","","",360,360,"","",7
20200629,"TX","48399","","","",363,363,"","",3
20200630,"TX","48399","","","",373,373,"","",10
20200701,"TX","48399","","","",375,375,"","",2
20200702,"TX","48399","","","",376,376,"","",1
20200703,"TX","48399","","","",376,376,"","",0
20200704,"TX","48399","","","",385,385,"","",9
20200705,"TX","48399","","","",400,400,"","",15
20200706,"TX","48399","","","",416,416,"","",16
20200707,"TX","48399","","","",420,420,"","",4
20200421,"TX","48081","","","",0,0,"","",0
20200422,"TX","48081","","","",0,0,"","",0
20200423,"TX","48081","","","",4,4,"","",4
20200424,"TX","48081","","","",5,5,"","",1
20200425,"TX","48081","","","",5,5,"","",0
20200426,"TX","48081","","","",5,5,"","",0
20200427,"TX","48081","","","",5,5,"","",0
20200428,"TX","48081","","","",5,5,"","",0
20200429,"TX","48081","","","",5,5,"","",0
20200430,"TX","48081","","","",6,6,"","",1
20200501,"TX","48081","","","",6,6,"","",0
20200502,"TX","48081","","","",7,7,"","",1
20200503,"TX","48081","","","",7,7,"","",0
20200504,"TX","48081","","","",7,7,"","",0
20200506,"TX","48081","","","",7,7,"","",0
20200507,"TX","48081","","","",7,7,"","",0
20200508,"TX","48081","","","",7,7,"","",0
20200509,"TX","48081","","","",7,7,"","",0
20200510,"TX","48081","","","",7,7,"","",0
20200511,"TX","48081","","","",7,7,"","",0
20200512,"TX","48081","","","",7,7,"","",0
20200513,"TX","48081","","","",7,7,"","",0
20200514,"TX","48081","","","",7,7,"","",0
20200515,"TX","48081","","","",7,7,"","",0
20200516,"TX","48081","","","",7,7,"","",0
20200517,"TX","48081","","","",9,9,"","",2
20200518,"TX","48081","","","",9,9,"","",0
20200519,"TX","48081","","","",9,9,"","",0
20200520,"TX","48081","","","",9,9,"","",0
20200521,"TX","48081","","","",9,9,"","",0
20200522,"TX","48081","","","",9,9,"","",0
20200524,"TX","48081","","","",9,9,"","",0
20200525,"TX","48081","","","",10,10,"","",1
20200526,"TX","48081","","","",10,10,"","",0
20200527,"TX","48081","","","",10,10,"","",0
20200528,"TX","48081","","","",12,12,"","",2
20200529,"TX","48081","","","",12,12,"","",0
20200530,"TX","48081","","","",12,12,"","",0
20200531,"TX","48081","","","",12,12,"","",0
20200601,"TX","48081","","","",11,11,"","",-1
20200602,"TX","48081","","","",11,11,"","",0
20200603,"TX","48081","","","",15,15,"","",4
20200604,"TX","48081","","","",18,18,"","",3
20200605,"TX","48081","","","",18,18,"","",0
20200606,"TX","48081","","","",19,19,"","",1
20200607,"TX","48081","","","",36,36,"","",17
20200608,"TX","48081","","","",35,35,"","",-1
20200609,"TX","48081","","","",36,36,"","",1
20200611,"TX","48081","","","",36,36,"","",0
20200612,"TX","48081","","","",36,36,"","",0
20200613,"TX","48081","","","",36,36,"","",0
20200614,"TX","48081","","","",36,36,"","",0
20200615,"TX","48081","","","",36,36,"","",0
20200616,"TX","48081","","","",36,36,"","",0
20200617,"TX","48081","","","",36,36,"","",0
20200618,"TX","48081","","","",36,36,"","",0
20200619,"TX","48081","","","",36,36,"","",0
20200620,"TX","48081","","","",36,36,"","",0
20200621,"TX","48081","","","",36,36,"","",0
20200622,"TX","48081","","","",36,36,"","",0
20200623,"TX","48081","","","",36,36,"","",0
20200624,"TX","48081","","","",36,36,"","",0
20200625,"TX","48081","","","",37,37,"","",1
20200626,"TX","48081","","","",37,37,"","",0
20200627,"TX","48081","","","",37,37,"","",0
20200628,"TX","48081","","","",37,37,"","",0
20200629,"TX","48081","","","",39,39,"","",2
20200630,"TX","48081","","","",39,39,"","",0
20200701,"TX","48081","","","",39,39,"","",0
20200702,"TX","48081","","","",39,39,"","",0
20200703,"TX","48081","","","",40,40,"","",1
20200704,"TX","48081","","","",40,40,"","",0
20200705,"TX","48081","","","",41,41,"","",1
20200706,"TX","48081","","","",43,43,"","",2
20200707,"TX","48081","","","",43,43,"","",0
20200421,"TX","48041","","","",1562,1562,"","",1562
20200422,"TX","48041","","","",1640,1640,"","",78
20200423,"TX","48041","","","",1521,1521,"","",-119
20200424,"TX","48041","","","",1620,1620,"","",99
20200425,"TX","48041","","","",1640,1640,"","",20
20200426,"TX","48041","","","",1640,1640,"","",0
20200427,"TX","48041","","","",1651,1651,"","",11
20200428,"TX","48041","","","",1660,1660,"","",9
20200429,"TX","48041","","","",1664,1664,"","",4
20200430,"TX","48041","","","",1678,1678,"","",14
20200501,"TX","48041","","","",1670,1670,"","",-8
20200502,"TX","48041","","","",1680,1680,"","",10
20200503,"TX","48041","","","",1680,1680,"","",0
20200504,"TX","48041","","","",1707,1707,"","",27
20200506,"TX","48041","","","",1797,1797,"","",90
20200507,"TX","48041","","","",1884,1884,"","",87
20200508,"TX","48041","","","",1916,1916,"","",32
20200509,"TX","48041","","","",1996,1996,"","",80
20200510,"TX","48041","","","",2067,2067,"","",71
20200511,"TX","48041","","","",2120,2120,"","",53
20200512,"TX","48041","","","",2208,2208,"","",88
20200513,"TX","48041","","","",2219,2219,"","",11
20200514,"TX","48041","","","",2351,2351,"","",132
20200515,"TX","48041","","","",2372,2372,"","",21
20200516,"TX","48041","","","",2445,2445,"","",73
20200517,"TX","48041","","","",2544,2544,"","",99
20200518,"TX","48041","","","",2613,2613,"","",69
20200519,"TX","48041","","","",2731,2731,"","",118
20200520,"TX","48041","","","",2949,2949,"","",218
20200521,"TX","48041","","","",3127,3127,"","",178
20200522,"TX","48041","","","",3329,3329,"","",202
20200524,"TX","48041","","","",3544,3544,"","",215
20200525,"TX","48041","","","",3641,3641,"","",97
20200526,"TX","48041","","","",3695,3695,"","",54
20200527,"TX","48041","","","",3728,3728,"","",33
20200528,"TX","48041","","","",4138,4138,"","",410
20200529,"TX","48041","","","",4232,4232,"","",94
20200530,"TX","48041","","","",4592,4592,"","",360
20200531,"TX","48041","","","",4636,4636,"","",44
20200601,"TX","48041","","","",5115,5115,"","",479
20200602,"TX","48041","","","",5349,5349,"","",234
20200603,"TX","48041","","","",5551,5551,"","",202
20200604,"TX","48041","","","",5536,5536,"","",-15
20200605,"TX","48041","","","",5790,5790,"","",254
20200606,"TX","48041","","","",6245,6245,"","",455
20200607,"TX","48041","","","",6912,6912,"","",667
20200608,"TX","48041","","","",7274,7274,"","",362
20200609,"TX","48041","","","",7600,7600,"","",326
20200611,"TX","48041","","","",8312,8312,"","",712
20200612,"TX","48041","","","",8581,8581,"","",269
20200613,"TX","48041","","","",8763,8763,"","",182
20200614,"TX","48041","","","",9090,9090,"","",327
20200615,"TX","48041","","","",9344,9344,"","",254
20200616,"TX","48041","","","",9417,9417,"","",73
20200617,"TX","48041","","","",9470,9470,"","",53
20200618,"TX","48041","","","",10667,10667,"","",1197
20200619,"TX","48041","","","",11100,11100,"","",433
20200620,"TX","48041","","","",11766,11766,"","",666
20200621,"TX","48041","","","",12096,12096,"","",330
20200622,"TX","48041","","","",12295,12295,"","",199
20200623,"TX","48041","","","",12620,12620,"","",325
20200624,"TX","48041","","","",12973,12973,"","",353
20200625,"TX","48041","","","",13129,13129,"","",156
20200626,"TX","48041","","","",13408,13408,"","",279
20200627,"TX","48041","","","",13613,13613,"","",205
20200628,"TX","48041","","","",13859,13859,"","",246
20200629,"TX","48041","","","",14085,14085,"","",226
20200630,"TX","48041","","","",14313,14313,"","",228
20200701,"TX","48041","","","",14734,14734,"","",421
20200702,"TX","48041","","","",14937,14937,"","",203
20200703,"TX","48041","","","",15111,15111,"","",174
20200704,"TX","48041","","","",15366,15366,"","",255
